,ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_Site,Metadata_Site.1,Metadata_Well,Metadata_Well.1,Metadata_experiment,Metadata_fldr,Metadata_ilastik,Metadata_time,Metadata_time.1,Area,Center_X,Center_Y,Center_Z,Compactness,Eccentricity,EulerNumber,Extent,FormFactor,MajorAxisLength,MaxFeretDiameter,MaximumRadius,MeanRadius,MedianRadius,MinFeretDiameter,MinorAxisLength,Orientation,Perimeter,Solidity,Zernike_0_0,Zernike_1_1,Zernike_2_0,Zernike_2_2,Zernike_3_1,Zernike_3_3,Zernike_4_0,Zernike_4_2,Zernike_4_4,Zernike_5_1,Zernike_5_3,Zernike_5_5,Zernike_6_0,Zernike_6_2,Zernike_6_4,Zernike_6_6,Zernike_7_1,Zernike_7_3,Zernike_7_5,Zernike_7_7,Zernike_8_0,Zernike_8_2,Zernike_8_4,Zernike_8_6,Zernike_8_8,Zernike_9_1,Zernike_9_3,Zernike_9_5,Zernike_9_7,Zernike_9_9,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_pplt
152,4,11,,0,0,1,1,A1,A1,,,,3,3,3236,776.0,209.0,1.0,3.0008236251264053,0.8521233960402204,1.0,0.2513202858030444,0.0396301038036704,139.0903701530947,139.17614738165446,13.45362404707371,3.5323933679055464,2.8284271247461903,85.95607107032146,72.79168219593171,-26.221448840565497,1012.9699999999962,0.3746237554989581,0.2121763711234852,0.0149713371660142,0.075034699773934,0.0389440187173429,0.0136602777027913,0.0220595714587372,0.0095457008787457,0.0299837788847646,0.0165023352482739,0.0234392518271852,0.0245309382137553,0.0080516646199168,0.0100135255175434,0.0128698641217467,0.0211244839835739,0.0033754648210386,0.0161354553220125,0.0062240548062255,0.0098868903869483,0.0037389923619694,0.001573695963551,0.0125024535601412,0.0088301768614641,0.0099596681806285,0.0033671836934181,0.0079579678331487,0.0044950158911157,0.0050515742136897,0.0079127330276058,0.0018609950304002,797.4054388133497,193.21229913473425,0,11,11
153,4,12,,0,0,1,1,A1,A1,,,,3,3,7283,326.0,293.0,1.0,2.7385507094197163,0.7890018766477952,1.0,0.2982391482391482,0.0414307135253585,191.6500144850557,193.49935400408964,15.231546211727816,4.72826332297292,4.123105625617661,127.54142705024834,117.74800314939252,65.31721209551563,1486.2739999999942,0.3934311103908382,0.2475129230603689,0.0283260220185149,0.0732871778442484,0.0347603133514491,0.0348810722005674,0.0091698535282251,0.0092310367007211,0.022234509619252,0.0259405223274651,0.0208668047211807,0.0149996012949153,0.0099666699748905,0.0012347813529059,0.0088527539198281,0.0266457107214719,0.0091333070198432,0.016354692059909,0.0130112716072937,0.0163331530374678,0.0033107178405713,0.0092272013761201,0.0054440964186965,0.0116478809983884,0.0062310863437887,0.0090677740055735,0.0124430732674089,0.0021847764979894,0.014076716400027,0.0064099047318644,0.0042431932314898,306.6431415625429,237.70891116298228,0,12,12
154,4,13,,0,0,1,1,A1,A1,,,,3,3,10819,1220.0,311.0,1.0,1.690610225773184,0.5268218241363971,1.0,0.2845308226383336,0.0285479184682422,164.13224650842608,218.05733191066977,28.653097563788805,6.993270712250274,5.0,164.7904071748273,139.50842836213857,40.99145333355785,2182.284000000001,0.4207517451922141,0.2714209754731317,0.0307673065218773,0.139899483292076,0.0074039917369001,0.0272035844144021,0.0151675942266406,0.0550834472232559,0.0050463975849724,0.011125322002099,0.0108829241489637,0.016823055782891,0.0078940929607757,0.0171646422324579,0.0021479141050275,0.0159211470210125,0.0053813905301621,0.0072256554638493,0.0143874127798359,0.0080056878759929,0.0068322049067259,0.0019949002458219,0.0036094428037399,0.0138651811998507,0.0076415020997686,0.0006124950248336,0.005831761840598,0.0006720879886173,0.005627330351286,0.0052651151185389,0.0025710689092559,1203.662722987337,311.5211202514096,0,13,13
155,4,14,,0,0,1,1,A1,A1,,,,3,3,2842,769.0,281.0,1.0,2.12652783262,0.6308442938495239,1.0,0.2918763479511142,0.0508491517367943,97.8728005766103,106.97663296253066,12.36931687685298,3.5933799212831654,2.8284271247461903,82.62946023486188,75.94043101156518,-85.79589299048764,838.0599999999971,0.3969828188294454,0.2918722821382105,0.0521923696457813,0.0920485939903531,0.0191456037498555,0.0456446743182804,0.0221795525878303,0.0217141579494374,0.0181277187340578,0.0172176236127997,0.0083860875543843,0.017609378191977,0.0220797615620641,0.019064665311976,0.0083764373852246,0.0211197082107697,0.0044342979320699,0.0034204508946021,0.005452287873523,0.0161992365517657,0.0079616692311323,0.0111062535867854,0.0055068062751383,0.0125496746830489,0.0156274720473998,0.0053288541541066,0.0083065833067004,0.0079728466138038,0.0110713463766237,0.0075944612986981,0.003875715957269,771.247009148487,280.00105559465163,0,14,14
156,4,15,,0,0,1,1,A1,A1,,,,3,3,1466,211.0,253.0,1.0,3.431085431573932,0.7536297634304355,1.0,0.2373320382062489,0.0493125257950627,94.44818878091769,93.23089616645332,7.071067811865476,2.379839540440545,2.0,67.68168681123228,62.08071471348044,-83.39465483279696,611.2139999999981,0.3458770791553614,0.195370938736482,0.0266761010201642,0.0571726571983832,0.0295946367791655,0.0354487455207085,0.0288413074597234,0.0009288529818905,0.020304271680974,0.0037124637909009,0.021504902825383,0.0205241074426178,0.0203274269504019,0.0057495520058585,0.0073977068786332,0.0063902369295616,0.0052881158816141,0.0082620118689987,0.0109328996244462,0.0180774531256961,0.003702056259974,0.0050324031726062,0.0024675413192183,0.0069962649796582,0.0044565538366083,0.0112525417908369,0.0058933391187667,0.0081703676885685,0.0084256012961752,0.0039092373727156,0.0008750766797825,203.0286493860846,257.9618008185539,0,15,15
157,4,16,,0,0,1,1,A1,A1,,,,3,3,781,221.0,324.0,1.0,1.390571279425712,0.7201528044468943,1.0,0.4132275132275132,0.2498755244316039,43.20808363616226,48.82622246293481,10.295630140987,3.6792501533259303,3.1622776601683795,34.87246921155557,29.97843784713181,-11.273424270257808,198.1839999999997,0.6406890894175554,0.3933606743703926,0.0945950155692496,0.1335602530661314,0.02168340571466,0.069234799283323,0.0248690967621699,0.0078199918834331,0.0183545526599346,0.0263020693723087,0.0220126967276013,0.0187239410905203,0.013673139055461,0.0036450706045798,0.0060585096393516,0.0218493810786457,0.0105216174560804,0.0050634525915844,0.0152930312201812,0.0083232517432284,0.0092234944192814,0.0075155385386474,0.0067314422800812,0.0002301366306211,0.0097119314558177,0.006077723476596,0.0051123907793392,0.0045789201073975,0.0035845517983374,0.0094753976625922,0.0054941302127465,217.63764404609475,323.5659411011524,0,16,16
158,4,17,,0,0,1,1,A1,A1,,,,3,3,1099,175.0,370.0,1.0,2.3039314564501,0.9219169808267385,1.0,0.2973484848484848,0.1029651450733971,74.80323821880013,85.86617494683222,8.246211251235321,3.1390372998379394,2.8284271247461903,41.79967840491238,28.97783995787336,-82.76337437802782,366.2339999999991,0.4425206361989128,0.1894403608537194,0.0149830938504865,0.1047809178266201,0.0311987456543348,0.0111568013203206,0.0095072674745788,0.0458931346336157,0.0316816768186589,0.0130119898017788,0.0160172544038397,0.0117571677295832,0.0057733300268067,0.0173655732291105,0.021000015983316,0.0147270623989663,0.0070058720558697,0.0165149457188568,0.0059674749782842,0.0075810851770994,0.0042666455477657,0.0024252792790398,0.0108088217328713,0.0123022785340647,0.0077333249302436,0.0041856084353897,0.0123882927238918,0.0053114365881015,0.0032879292613673,0.0061095051537578,0.0032103138820616,179.06824385805277,366.24112829845313,0,17,17
159,4,18,,0,0,1,1,A1,A1,,,,3,3,3930,77.0,385.0,1.0,2.141930724424942,0.7490327478777391,1.0,0.2804738795318298,0.0692004627074266,121.85699318464567,125.67020331009256,15.0,4.422399086960985,3.6055512754639887,91.67731276679153,80.7342761864735,29.53733007448407,844.7859999999968,0.450249183708541,0.309403254659472,0.0270645229537002,0.0996901762375294,0.0377537745773475,0.0369598675234334,0.0305213043233702,0.0083171624889249,0.0286172845264329,0.0148595208099583,0.0306708509467931,0.0216880294478798,0.0191495658710644,0.01477552495237,0.0039989150471733,0.0188086262509322,0.0055067634822579,0.0154157202225092,0.0142978328500386,0.0221517481236972,0.0037965430282995,0.0209847113385731,0.0069385302989333,0.0095415574477733,0.0061722696125815,0.0094419468527553,0.0075524944413223,0.0150526475699478,0.0106897412050128,0.003707954675018,0.0039678206494097,77.65928753180661,387.4750636132316,0,18,18
160,4,19,,0,0,1,1,A1,A1,,,,3,3,886,612.0,381.0,1.0,2.028903252747043,0.8051041126958843,1.0,0.3264554163596167,0.1419560226821028,58.15805799609324,63.07138812488592,9.0,2.8570212001784108,2.23606797749979,44.27414595449584,34.49549341891742,12.546495988171268,280.0559999999996,0.500847936687394,0.2572558414371228,0.0151060813486652,0.1214418596973291,0.0313480679832527,0.0231692589165155,0.0188965341803117,0.0371625100099233,0.0367493641680058,0.0059593396494324,0.018918397080268,0.0138996775422953,0.0174320290524209,0.0044923576398222,0.0237114103120639,0.0089489124146013,0.001623902000317,0.0158611645175257,0.0068589883943176,0.0173918078667572,0.0027499501303797,0.0043538069642589,0.0152354224721821,0.0090896152774157,0.0101463819962166,0.0084071026001536,0.009218765332289,0.0088077334131142,0.0067106898880555,0.0064913261942295,0.0025249728684498,617.2358916478555,385.5959367945824,0,19,19
161,4,20,,0,0,1,1,A1,A1,,,,3,3,1267,923.0,402.0,1.0,2.138423409046447,0.6267897932978397,1.0,0.2941722776874854,0.0796370152290669,65.46215253834328,76.21679604916491,12.041594578792296,3.329521916995407,2.23606797749979,55.437032287561244,51.00734957442659,17.68902953205755,447.13199999999887,0.4417712691771268,0.267705617237497,0.0930733612955308,0.0497349941298955,0.0137760601231574,0.0478579665745412,0.030164114508444,0.029571195807722,0.0027520124544471,0.0281475968100714,0.0245706381038793,0.0181088009710845,0.0121197523553047,0.0030335496466543,0.0110727999695497,0.0271278523001326,0.0048534129326291,0.0066489306226457,0.0023773847477419,0.0105171883046269,0.0065446357471784,0.0039787233401098,0.0105014642945475,0.0130093200363247,0.0025351905872442,0.0040816957318778,0.0064470298198511,0.0017414107260671,0.005814945783963,0.007654466490051,0.0059814787025232,925.2565114443568,410.8823993685872,0,20,20
162,4,21,,0,0,1,1,A1,A1,,,,3,3,1584,861.0,463.0,1.0,2.1194629164451104,0.9001814704534882,1.0,0.3370212765957446,0.0865690114751938,84.67357302276726,99.72462083156796,13.601470508735444,3.9519330438015654,2.8284271247461903,45.174688435533504,36.87661164370848,-88.08454723195558,479.5139999999987,0.4799999999999999,0.2017238178773028,0.0183183676425296,0.1122671501283447,0.0299777690307107,0.0269856317582597,0.0083981342885064,0.0574802810664176,0.0202523006333131,0.0128065015736572,0.0227322883224552,0.0120419907283784,0.0054069363484553,0.0221359235292481,0.0104266333862506,0.0068267874630158,0.008194256613384,0.0113950712754175,0.0093597311668481,0.0086156688389153,0.0036016230219235,0.0033817808066837,0.0055372543892336,0.0052724039914492,0.0043574479996634,0.0057840943209666,0.0038738140175387,0.0073106562194319,0.008472350467339,0.0048411903655069,0.0027640770795727,862.9122474747473,458.5814393939394,0,21,21
163,4,22,,0,0,1,1,A1,A1,,,,3,3,7923,628.0,498.0,1.0,2.17214455309222,0.8360187683384379,1.0,0.3207432596550886,0.0427050728901646,183.18484893223155,199.45926902503177,21.02379604162864,5.528954952984622,4.242640687119285,112.34335397734652,100.5136816811102,33.391771254475664,1526.897999999994,0.5033352391842957,0.2535661801964783,0.0484538340299296,0.0953883540071833,0.0336904372368254,0.0322726432977837,0.0218499827706231,0.0060071744560827,0.0216745968712619,0.0075030281873908,0.013698340899943,0.0281172656535281,0.0054434177403839,0.0023493653971428,0.0061763942158299,0.0096221173754677,0.0081820719470052,0.0204742883544356,0.0074544819395382,0.0071879433824512,0.0068410298337928,0.0029455866231292,0.0105808575133717,0.0112939446499538,0.0051126998880247,0.0051762672164662,0.0149295205364768,0.0088962254531783,0.0022594885975639,0.0107638656030721,0.0044524028068408,615.6832008077748,471.0117379780386,0,22,22
164,4,23,,0,0,1,1,A1,A1,,,,3,3,4073,323.0,454.0,1.0,2.065824090243105,0.6805131425181344,1.0,0.2682428872497365,0.0325225303440654,117.88499310424072,145.16886718577092,13.0,3.661096721336446,2.8284271247461903,97.85978898457185,86.37856359960473,11.265520167810395,1254.4979999999955,0.4041075503522174,0.2459598646017295,0.0394846811110153,0.1084331230928053,0.0145767676952914,0.0278406607634231,0.0045296676136222,0.0411092061226324,0.0084677195900156,0.0190640271684621,0.0157783855687257,0.0084035639796382,0.0100015491607121,0.0258852448057817,0.0055442831463725,0.019149638006909,0.0057134273470405,0.0084628248834305,0.0063919568368948,0.0103796568669722,0.0054039418390122,0.0072468354836438,0.0070665720023263,0.0108032640405557,0.0042026514049901,0.0007466970164828,0.0074293977037877,0.0019869095467968,0.0064578480738229,0.0069543601508888,0.0029550159682199,332.3552663884115,467.39356739504046,0,23,23
165,4,24,,0,0,1,1,A1,A1,,,,3,3,1517,1177.0,461.0,1.0,3.4310427748580987,0.9439686375484788,1.0,0.1925615638486925,0.0730240368305213,109.16704373332092,111.35977729862788,12.36931687685298,3.4128302098163306,2.23606797749979,46.07145464823187,36.02896348761672,52.05968719128893,510.9339999999985,0.3746141498950487,0.1555774415005964,0.05045763539379,0.0398934514845695,0.019297334922864,0.0501813488623296,0.0176624411259034,0.0088317396552088,0.0165125112695167,0.005850929386412,0.0226201938667136,0.0169692469005859,0.0085647027687776,0.0136324593845902,0.0235074845754407,0.0127082321679883,0.0036372300695338,0.0054410125137408,0.0067055090931889,0.006485828092657,0.0040465880286747,0.0131992195359295,0.0059549267095281,0.0134708246315427,0.0042766915728565,0.0038535401004399,0.0048957846057052,0.0042496493649365,0.0085116973713675,0.0013128121690608,0.0020739216104963,1177.399472643375,469.8061964403428,0,24,24
166,4,25,,0,0,1,1,A1,A1,,,,3,3,773,214.0,465.0,1.0,1.544644901305656,0.872502410521797,1.0,0.4667874396135265,0.334840253714877,49.533497924746506,50.80354318352215,12.083045973594572,4.094787214994315,3.1622776601683795,26.16295090390226,24.202552867993447,-29.782475691348008,170.3239999999999,0.728214790390956,0.380060212007525,0.0766879076906222,0.127661839303265,0.0816243935968585,0.0464825020433232,0.0180066178694892,0.0370453414572226,0.0305935773422491,0.0304976834808638,0.001055856786861,0.0104452469277167,0.0108431890085997,0.0156035092711382,0.0019167673039973,0.0139983066770814,0.0130814491366243,0.0044645804329681,0.0148095911843785,0.0072012099664557,0.0084667053776574,0.0015234389473602,0.0047453853634775,0.0153493168417561,0.0100235085366883,0.0056649119138188,0.0010082859110174,0.0100212893072363,0.0082308092326776,0.0051203011262008,0.0054891077974629,218.27684346701164,462.0672703751617,0,25,25
167,4,26,,0,0,1,1,A1,A1,,,,3,3,3920,783.0,514.0,1.0,1.9973879016567129,0.8596478608165512,1.0,0.3145310117949129,0.0823617908238088,125.54303435251056,140.90067423543437,17.69180601295413,4.824634617622222,4.0,81.2113867638124,64.13830770828118,41.57848669699187,773.3659999999971,0.5271296981106702,0.2512744943470693,0.0570073173805072,0.099435816458798,0.0240368455872407,0.0511103601158116,0.0049977902305638,0.0069675740632455,0.0229062457224145,0.0195784002397587,0.0215571046190788,0.0132721939299926,0.0104205283869332,0.0028388541114769,0.0154835863394665,0.0195126445241983,0.0065716381175282,0.0121276931983973,0.019845260160276,0.016393441204575,0.0025644991756749,0.0034023725666168,0.0072137000877792,0.0043593959413491,0.0021295329579971,0.0056475980721631,0.0093363415074774,0.0165319180540663,0.0092913664427938,0.0015169629973996,0.0034328988388619,773.0831632653061,502.9948979591837,0,26,26
168,4,27,,0,0,1,1,A1,A1,,,,3,3,946,94.0,485.0,1.0,1.1259101283664337,0.651487474832069,1.0,0.5775335775335774,0.330211628917223,41.49288594714898,43.86342439892262,12.083045973594572,4.663057904223137,4.123105625617661,36.571326114381385,31.47896754478643,-43.49680752142914,189.73799999999977,0.7863674147963424,0.5993642606893318,0.0359308469132557,0.1908757635774712,0.0567644753692967,0.0154740445386039,0.0087839409030944,0.0232531974929657,0.0373093401039118,0.0032581397580209,0.0159819175910079,0.004595434457338,0.0041794069851722,0.0104976790694789,0.0137357041668629,0.0230978758330438,0.0114318650090962,0.0119645600211254,0.0099132553858803,0.009578735040109,0.0078422527162243,0.006564710390936,0.0108931462524787,0.0153662886083862,0.0047086571744003,0.0014849048605575,0.0080352261550161,0.0086584532354096,0.0077207901469592,0.0010089530343075,0.0018936456171855,92.24207188160675,483.8446088794926,0,27,27
169,4,28,,0,0,1,1,A1,A1,,,,3,3,1375,393.0,503.0,1.0,1.7859471690802906,0.8564079012985699,1.0,0.3591954022988505,0.2180467373559618,70.20351661472232,73.40980860893181,14.560219778561036,4.364544974209734,3.1622776601683795,40.82129172004844,36.246063158888106,-60.76442450970889,281.50199999999955,0.6159014557670772,0.3243937455782851,0.0949918549115331,0.0813015470072348,0.0789458359836658,0.0359600842059879,0.0193951245614647,0.0064762606555442,0.0409479702829648,0.0154269345702651,0.01776752767081,0.0104579848234986,0.0097730330278976,3.28742825951709e-05,0.0167194810175802,0.0093402429920017,0.0028898368166871,0.0149219431550771,0.0017185803140852,0.0139321343293766,0.0099115283508206,0.021316446439942,0.0128687151132985,0.00214408746824,0.0023232970737184,0.0074328568736759,0.0112001886603469,0.0022051998559032,0.0093990933126202,0.0122200443784817,0.0063665815964149,389.18109090909087,511.504,0,28,28
